run_id,world_half_cm,thickness_nm,density_g_cm3,E_keV,N_injected,N_uncollided,N_trans_total,T_counts,mu_counts_per_mm,mu_counts_cm2_g,mu_calc_per_mm,mu_calc_cm2_g,mu_tr_per_mm,mu_tr_cm2_g,mu_ref_cm2_g,mu_en_ref_cm2_g,delta_mu_percent,delta_mu_en_percent,sigma_T_counts,sigma_mu_counts_cm2_g,mu_en_cpe_per_mm,mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,absorbed_fraction,mu_en_per_mm,mu_en_cm2_g,mu_en_raw_per_mm,mu_en_raw_cm2_g,mu_eff_per_mm,mu_eff_cm2_g,E_trans_unc_keV,E_trans_tot_keV,E_abs_keV,T_energy_tot
646,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.0000000000e+02,2.0000000000e+05,1.9973400000e+05,1.9973400000e+05,9.9867000000e-01,8.8725682333e+00,4.5971856131e+00,8.5705998776e+00,4.4407253252e+00,8.0453884161e+00,4.1685950342e+00,4.4380000000e+00,2.1000000000e+00,3.5868772668e+00,-9.7276055843e+01,8.1493284999e-05,2.8187155583e-01,4.1983761356e+00,2.1753244226e+00,3.5868772668e+00,1.6560218500e-05,4.1983761356e+00,2.1753244226e+00,1.1040145667e-01,5.7202827288e-02,1.1040237081e-01,5.7203300939e-02,1.9973400000e+07,1.9973400000e+07,3.3120437000e+02,9.9867000000e-01
647,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.0920000000e+02,2.0000000000e+05,1.9980400000e+05,1.9980400000e+05,9.9902000000e-01,6.5365367597e+00,3.3868066113e+00,6.8378461187e+00,3.5429254501e+00,6.3625396651e+00,3.2966526762e+00,3.9123120000e+00,1.8861552000e+00,-1.3432093062e+01,-9.8134611967e+01,6.9965691592e-05,2.4191476764e-01,3.1513138010e+00,1.6328050782e+00,-1.3432093062e+01,1.0185800824e-05,3.1513138010e+00,1.6328050782e+00,6.7905338828e-02,3.5184113382e-02,6.7905684665e-02,3.5184292573e-02,2.1818596800e+07,2.1818596800e+07,2.2245789000e+02,9.9902000000e-01
648,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.3920000000e+02,2.0000000000e+05,1.9988200000e+05,1.9988200000e+05,9.9941000000e-01,3.9344941233e+00,2.0385979913e+00,3.6872745870e+00,1.9105049674e+00,3.3280584516e+00,1.7243826174e+00,2.1981120000e+00,1.1888352000e+00,-7.2568644658e+00,-9.9069545912e+01,5.4297877491e-05,1.8766815942e-01,2.1279466688e+00,1.1025630408e+00,-7.2568644658e+00,3.2023232759e-06,2.1279466688e+00,1.1025630408e+00,2.1348821839e-02,1.1061565720e-02,2.1348856022e-02,1.1061583431e-02,2.7823574400e+07,2.7823574400e+07,8.9152680000e+01,9.9941000000e-01
649,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.5000000000e+02,2.0000000000e+05,1.9989900000e+05,1.9989900000e+05,9.9949500000e-01,3.3675170363e+00,1.7448274799e+00,3.0573088142e+00,1.5840978312e+00,2.7269739263e+00,1.4129398582e+00,1.5810000000e+00,9.3780000000e-01,1.0362269447e+01,-9.8710260163e+01,5.0236688535e-05,1.7361682515e-01,1.9975063103e+00,1.0349773629e+00,1.0362269447e+01,3.5015546667e-06,1.9975063103e+00,1.0349773629e+00,2.3343697778e-02,1.2095180196e-02,2.3343738647e-02,1.2095201372e-02,2.9984850000e+07,2.9984850000e+07,1.0504664000e+02,9.9949500000e-01
650,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.5800000000e+02,2.0000000000e+05,1.9994500000e+05,1.9994500000e+05,9.9972500000e-01,1.8335854629e+00,9.5004428129e-01,2.6861600884e+00,1.3917927919e+00,2.3740008444e+00,1.2300522510e+00,1.4535440000e+00,8.6636000000e-01,-3.4639454926e+01,-9.8675615948e+01,3.7075893448e-05,1.2810394516e-01,1.0928772033e+00,5.6625761830e-01,-3.4639454926e+01,3.3217037975e-06,1.0928772033e+00,5.6625761830e-01,2.2144691983e-02,1.1473933670e-02,2.2144728762e-02,1.1473952727e-02,3.1591310000e+07,3.1591310000e+07,1.0496584000e+02,9.9972500000e-01
651,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.7750000000e+02,2.0000000000e+05,1.9993800000e+05,1.9993800000e+05,9.9969000000e-01,2.0669870662e+00,1.0709777545e+00,2.0207062714e+00,1.0469980681e+00,1.7456354281e+00,9.0447431507e-01,1.1428700000e+00,6.9222500000e-01,-6.2905007110e+00,-9.9444008177e+01,3.9363936541e-05,1.3601431138e-01,1.2519535222e+00,6.4868058145e-01,-6.2905007110e+00,1.1142028169e-06,1.2519535222e+00,6.4868058145e-01,7.4280187793e-03,3.8487143934e-03,7.4280229175e-03,3.8487165376e-03,3.5488995000e+07,3.5488995000e+07,3.9554200000e+01,9.9969000000e-01
652,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,2.0000000000e+02,2.0000000000e+05,1.9994200000e+05,1.9994200000e+05,9.9971000000e-01,1.9336137209e+00,1.0018723942e+00,1.5176885824e+00,7.8636714111e-01,1.2743880908e+00,6.6030471028e-01,7.8440000000e-01,4.9130000000e-01,2.7724680550e+01,-9.9386060809e+01,3.8073343693e-05,1.3155229073e-01,1.2110969162e+00,6.2751135554e-01,2.7724680550e+01,8.7321400000e-07,1.2110969162e+00,6.2751135554e-01,5.8214266667e-03,3.0162832470e-03,5.8214292083e-03,3.0162845639e-03,3.9988400000e+07,3.9988400000e+07,3.4928560000e+01,9.9971000000e-01
653,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,2.2620000000e+02,2.0000000000e+05,1.9995400000e+05,1.9995400000e+05,9.9977000000e-01,1.5335096937e+00,7.9456460814e-01,1.1399586573e+00,5.9065215406e-01,9.2530250029e-01,4.7943134730e-01,6.6372280000e-01,4.1427200000e-01,1.9713321305e+01,-9.9346339810e+01,3.3907749852e-05,1.1715216037e-01,9.5716182694e-01,4.9593877044e-01,1.9713321305e+01,7.8394606543e-07,9.5716182694e-01,4.9593877044e-01,5.2263071029e-03,2.7079311414e-03,5.2263091512e-03,2.7079322027e-03,4.5229594800e+07,4.5229594800e+07,3.5465720000e+01,9.9977000000e-01
654,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,2.5100000000e+02,2.0000000000e+05,1.9997200000e+05,1.9997200000e+05,9.9986000000e-01,9.3339867277e-01,4.8362625532e-01,9.0544619661e-01,4.6914310705e-01,7.1124648550e-01,3.6852149508e-01,5.4949400000e-01,3.4136000000e-01,-1.1986981602e+01,-9.9897816159e+01,2.6455661020e-05,9.1396771437e-02,5.7985159244e-01,3.0044123961e-01,-1.1986981602e+01,1.0098187251e-07,5.7985159244e-01,3.0044123961e-01,6.7321248340e-04,3.4881475824e-04,6.7321251753e-04,3.4881477592e-04,5.0192972000e+07,5.0192972000e+07,5.0692900000e+00,9.9986000000e-01
655,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,2.8830000000e+02,2.0000000000e+05,1.9998400000e+05,1.9998400000e+05,9.9992000000e-01,5.3335466780e-01,2.7634956881e-01,6.7700522144e-01,3.5077990748e-01,5.0699899264e-01,2.6269377857e-01,3.7769020000e-01,2.3169800000e-01,-2.6831681412e+01,-9.9636298159e+01,1.9999199984e-05,6.9087392221e-02,3.2719199445e-01,1.6952953080e-01,-2.6831681412e+01,2.4395872355e-07,3.2719199445e-01,1.6952953080e-01,1.6263914903e-03,8.4268989137e-04,1.6263916888e-03,8.4268999418e-04,5.7655387200e+07,5.7655387200e+07,1.4066660000e+01,9.9992000000e-01
656,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,3.0000000000e+02,2.0000000000e+05,1.9998100000e+05,1.9998100000e+05,9.9990500000e-01,6.3336341857e-01,3.2816757439e-01,6.2530501811e-01,3.2399223736e-01,4.6137215478e-01,2.3905292994e-01,3.2380000000e-01,1.9730000000e-01,1.3488494104e+00,-9.9440313840e+01,2.1793459455e-05,7.5286804939e-02,3.8592527018e-01,1.9996127989e-01,1.3488494104e+00,3.1968350000e-07,3.8592527018e-01,1.9996127989e-01,2.1312233333e-03,1.1042607945e-03,2.1312236740e-03,1.1042609710e-03,5.9994300000e+07,5.9994300000e+07,1.9181010000e+01,9.9990500000e-01
657,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,3.6770000000e+02,2.0000000000e+05,1.9999000000e+05,1.9999000000e+05,9.9995000000e-01,3.3334166694e-01,1.7271588961e-01,4.2768006243e-01,2.2159588727e-01,2.9125113431e-01,1.5090732348e-01,2.3490990000e-01,1.3819790000e-01,-2.6475687227e+01,-9.9409202226e+01,1.5810993011e-05,5.4617559932e-02,1.9610547854e-01,1.0160905624e-01,-2.6475687227e+01,2.3636809899e-07,1.9610547854e-01,1.0160905624e-01,1.5757873266e-03,8.1647011742e-04,1.5757875128e-03,8.1647021388e-04,7.3536323000e+07,7.3536323000e+07,1.7382510000e+01,9.9995000000e-01
658,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,3.9800000000e+02,2.0000000000e+05,1.9998200000e+05,1.9998200000e+05,9.9991000000e-01,6.0002700162e-01,3.1089481949e-01,3.7414640688e-01,1.9385824191e-01,2.4661308951e-01,1.2777880285e-01,1.9512600000e-01,1.1174600000e-01,5.9330288887e+01,-9.8933206471e+01,2.1212248820e-05,7.3278611724e-02,3.4362728351e-01,1.7804522462e-01,5.9330288887e+01,3.4511268844e-07,3.4362728351e-01,1.7804522462e-01,2.3007512563e-03,1.1920990965e-03,2.3007516532e-03,1.1920993022e-03,7.9592836000e+07,7.9592836000e+07,2.7470970000e+01,9.9991000000e-01
659,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,4.6870000000e+02,2.0000000000e+05,1.9999500000e+05,1.9999500000e+05,9.9997500000e-01,1.6666875004e-01,8.6356865303e-02,2.9037332881e-01,1.5045250198e-01,1.7965324163e-01,9.3084581157e-02,1.5492110000e-01,8.5542800000e-02,-4.4257518632e+01,-9.9955371185e+01,1.1180200132e-05,3.8619964229e-02,9.2029501149e-02,4.7683679352e-02,-4.4257518632e+01,1.1052165564e-08,9.2029501149e-02,4.7683679352e-02,7.3681103762e-05,3.8176737701e-05,7.3681103848e-05,3.8176737745e-05,9.3737656500e+07,9.3737656500e+07,1.0360300000e+00,9.9997500000e-01
660,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,5.0000000000e+02,2.0000000000e+05,1.9999200000e+05,1.9999200000e+05,9.9996000000e-01,2.6667200014e-01,1.3817202080e-01,2.6555034714e-01,1.3759085344e-01,1.6051475126e-01,8.3168264902e-02,1.3780000000e-01,7.4400000000e-02,2.6997155241e-01,-9.9934187141e+01,1.4141852778e-05,4.8851186442e-02,1.4397965755e-01,7.4600858835e-02,2.6997155241e-01,1.4175300000e-08,1.4397965755e-01,7.4600858835e-02,9.4502000000e-05,4.8964766839e-05,9.4502000969e-05,4.8964767341e-05,9.9996000000e+07,9.9996000000e+07,1.4175300000e+00,9.9996000000e-01
661,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,5.9770000000e+02,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,1.3333466668e-01,6.9085319526e-02,2.1133177056e-01,1.0949832672e-01,1.2086624545e-01,6.2624997641e-02,1.0995550000e-01,5.7136410000e-02,-3.7169746374e+01,-9.9352511249e+01,9.9998999995e-06,3.4542659763e-02,6.9284976039e-02,3.5898951316e-02,-3.7169746374e+01,1.0710105404e-07,6.9284976039e-02,3.5898951316e-02,7.1400702694e-04,3.6995182743e-04,7.1400706507e-04,3.6995184719e-04,1.1953760920e+08,1.1953760920e+08,1.2802860000e+01,9.9998000000e-01
662,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,6.3100000000e+02,2.0000000000e+05,1.9999100000e+05,1.9999100000e+05,9.9995500000e-01,3.0000675020e-01,1.5544391202e-01,1.9863307191e-01,1.0291869011e-01,1.1197942321e-01,5.8020426535e-02,1.0486080000e-01,5.4180250000e-02,4.8238342661e+01,-9.9896678405e+01,1.4999662496e-05,5.1814637345e-02,1.5500969597e-01,8.0315904650e-02,4.8238342661e+01,1.6206180666e-08,1.5500969597e-01,8.0315904650e-02,1.0804120444e-04,5.5979898672e-05,1.0804120501e-04,5.5979898967e-05,1.2619432100e+08,1.2619432100e+08,2.0452200000e+00,9.9995500000e-01
663,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,7.0000000000e+02,2.0000000000e+05,1.9998900000e+05,1.9998900000e+05,9.9994500000e-01,3.6667675037e-01,1.8998795356e-01,1.7705510677e-01,9.1738397289e-02,9.7647872742e-02,5.0594752716e-02,9.4980000000e-02,4.8505000000e-02,1.0002943100e+02,-9.9773407464e+01,1.6582667910e-05,5.7283523339e-02,1.8725685172e-01,9.7024275504e-02,1.0002943100e+02,3.1818571429e-08,1.8725685172e-01,9.7024275504e-02,2.1212380952e-04,1.0990870960e-04,2.1212381300e-04,1.0990871140e-04,1.3999230000e+08,1.3999230000e+08,4.4546000000e+00,9.9994500000e-01
664,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,7.6290000000e+02,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,1.3333466668e-01,6.9085319526e-02,1.6232174874e-01,8.4104533026e-02,8.8254951900e-02,4.5727954352e-02,8.5972720000e-02,4.3331475000e-02,-1.9642743040e+01,-9.9939175062e+01,9.9998999995e-06,3.4542659763e-02,6.7202570491e-02,3.4819984710e-02,-1.9642743040e+01,7.6301612269e-09,6.7202570491e-02,3.4819984710e-02,5.0867741513e-05,2.6356342753e-05,5.0867742065e-05,2.6356343039e-05,1.5257694840e+08,1.5257694840e+08,1.1642100000e+00,9.9998000000e-01
665,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,9.7330000000e+02,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,1.3333466668e-01,6.9085319526e-02,1.3004316626e-01,6.7379878891e-02,6.9399716949e-02,3.5958402564e-02,6.8113080000e-02,3.3763920000e-02,1.4273903425e+00,-9.9957545833e+01,9.9998999995e-06,3.4542659763e-02,6.6094515461e-02,3.4245862933e-02,1.4273903425e+00,4.1497482790e-09,6.6094515461e-02,3.4245862933e-02,2.7664988527e-05,1.4334190947e-05,2.7664988876e-05,1.4334191127e-05,1.9465610680e+08,1.9465610680e+08,8.0779000000e-01,9.9998000000e-01
666,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.0000000000e+03,2.0000000000e+05,1.9999700000e+05,1.9999700000e+05,9.9998500000e-01,1.0000075001e-01,5.1813860107e-02,1.2721952737e-01,6.5916853562e-02,6.7860004790e-02,3.5160624243e-02,6.6180000000e-02,3.2760000000e-02,-2.1707675873e+01,-9.9984208701e+01,8.6601890857e-06,2.9914746081e-02,4.9501731191e-02,2.5648565384e-02,-2.1707675873e+01,1.4976500000e-09,4.9501731191e-02,2.5648565384e-02,9.9843333333e-06,5.1732297064e-06,9.9843333676e-06,5.1732297241e-06,1.9999700000e+08,1.9999700000e+08,2.9953000000e-01,9.9998500000e-01
667,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.2410000000e+03,2.0000000000e+05,1.9999700000e+05,1.9999700000e+05,9.9998500000e-01,1.0000075001e-01,5.1813860107e-02,1.0781593459e-01,5.5863178544e-02,5.7684828097e-02,2.9888511967e-02,5.6144760000e-02,2.7795400000e-02,-7.7138096100e+00,-9.9988565036e+01,8.6601890857e-06,2.9914746081e-02,4.9507039424e-02,2.5651315764e-02,-7.7138096100e+00,9.2014504432e-10,4.9507039424e-02,2.5651315764e-02,6.1343002954e-06,3.1783939355e-06,6.1343004778e-06,3.1783940300e-06,2.4819627700e+08,2.4819627700e+08,2.2838000000e-01,9.9998500000e-01
668,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.5000000000e+03,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,6.6667000002e-02,3.4542487048e-02,9.6055822304e-02,4.9769856116e-02,5.1792972143e-02,2.6835736861e-02,5.0000000000e-02,2.4840000000e-02,-3.0915025905e+01,-9.9995450909e+01,7.0710324564e-06,2.4425226831e-02,3.3120165601e-02,1.7160707565e-02,-3.0915025905e+01,3.2713333333e-10,3.3120165601e-02,1.7160707565e-02,2.1808888889e-06,1.1299942429e-06,2.1808888032e-06,1.1299941986e-06,2.9999700000e+08,2.9999700000e+08,9.8140000000e-02,9.9999000000e-01
669,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.5800000000e+03,2.0000000000e+05,1.9999400000e+05,1.9999400000e+05,9.9997000000e-01,2.0000300006e-01,1.0362849744e-01,9.3725816708e-02,4.8562599330e-02,5.0715202121e-02,2.6277306799e-02,4.9092800000e-02,2.4475200000e-02,1.1108695662e+02,-9.9977564941e+01,1.2247265001e-05,4.2306156925e-02,9.9711432778e-02,5.1663954807e-02,1.1108695662e+02,1.5896518987e-09,9.9711432778e-02,5.1663954807e-02,1.0597679325e-05,5.4910255569e-06,1.0597679039e-05,5.4910254088e-06,3.1599052000e+08,3.1599052000e+08,5.0233000000e-01,9.9997000000e-01
670,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.5840000000e+03,2.0000000000e+05,1.9999500000e+05,1.9999500000e+05,9.9997500000e-01,1.6666875004e-01,8.6356865303e-02,9.3620171291e-02,4.8507860773e-02,5.0668069479e-02,2.6252885741e-02,4.9047440000e-02,2.4456960000e-02,7.6068038012e+01,-9.9981324864e+01,1.1180200132e-05,3.8619964229e-02,8.3107516985e-02,4.3060889629e-02,7.6068038012e+01,1.3222537879e-09,8.3107516985e-02,4.3060889629e-02,8.8150252525e-06,4.5673705972e-06,8.8150250121e-06,4.5673704726e-06,3.1679208000e+08,3.1679208000e+08,4.1889000000e-01,9.9997500000e-01
671,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,2.0000000000e+03,2.0000000000e+05,2.0000000000e+05,2.0000000000e+05,1.0000000000e+00,6.6666664815e-06,3.4542313375e-06,8.5184943595e-02,4.4137276474e-02,4.7505295904e-02,2.4614142955e-02,4.4330000000e-02,2.2560000000e-02,-9.9992207915e+01,-1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,3.3927362017e-06,1.7578944050e-06,-9.9992207915e+01,0.0000000000e+00,3.3927362017e-06,1.7578944050e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0000000000e+08,4.0000000000e+08,0.0000000000e+00,1.0000000000e+00
672,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,2.5100000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,3.3333416667e-02,1.7271200346e-02,8.0303979074e-02,4.1608279313e-02,4.7025779082e-02,2.4365688643e-02,4.2504200000e-02,2.2458000000e-02,-5.9365897145e+01,-1.0000000000e+02,4.9999875000e-06,1.7271200346e-02,1.7612421161e-02,9.1256068192e-03,-5.9365897145e+01,0.0000000000e+00,1.7612421161e-02,9.1256068192e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0199749000e+08,5.0199749000e+08,0.0000000000e+00,9.9999500000e-01
673,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,3.1600000000e+03,2.0000000000e+05,2.0000000000e+05,2.0000000000e+05,1.0000000000e+00,6.6666664815e-06,3.4542313375e-06,7.7986596268e-02,4.0407562833e-02,4.8672102596e-02,2.5218706008e-02,4.0690800000e-02,2.2563200000e-02,-9.9991511026e+01,-1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,3.6966913689e-06,1.9153841290e-06,-9.9991511026e+01,0.0000000000e+00,3.6966913689e-06,1.9153841290e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.3200000000e+08,6.3200000000e+08,0.0000000000e+00,1.0000000000e+00
674,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,3.9800000000e+03,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,6.6667000002e-02,3.4542487048e-02,7.7832761760e-02,4.0327855834e-02,5.2100927130e-02,2.6995299031e-02,4.0387400000e-02,2.3604600000e-02,-1.4472119900e+01,-1.0000000000e+02,7.0710324564e-06,2.4425226831e-02,3.8963831993e-02,2.0188513986e-02,-1.4472119900e+01,0.0000000000e+00,3.8963831993e-02,2.0188513986e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.9599204000e+08,7.9599204000e+08,0.0000000000e+00,9.9999000000e-01
675,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,5.0000000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,3.3333416667e-02,1.7271200346e-02,7.9447920973e-02,4.1164725893e-02,5.6933523889e-02,2.9499235176e-02,4.1030000000e-02,2.5100000000e-02,-5.7905921653e+01,-9.9997267717e+01,4.9999875000e-06,1.7271200346e-02,2.0391634374e-02,1.0565613665e-02,-5.7905921653e+01,1.9854000000e-10,2.0391634374e-02,1.0565613665e-02,1.3236000000e-06,6.8580310881e-07,1.3235997485e-06,6.8580297847e-07,9.9999500000e+08,9.9999500000e+08,1.9854000000e-01,9.9999500000e-01
676,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,6.3100000000e+03,2.0000000000e+05,1.9999900000e+05,1.9999900000e+05,9.9999500000e-01,3.3333416667e-02,1.7271200346e-02,8.2609878808e-02,4.2803046015e-02,6.3068752227e-02,3.2678109962e-02,4.2506100000e-02,2.6857350000e-02,-5.9367713468e+01,-9.9999132314e+01,4.9999875000e-06,1.7271200346e-02,2.1061617935e-02,1.0912755407e-02,-5.9367713468e+01,6.7464342313e-11,2.1061617935e-02,1.0912755407e-02,4.4976228209e-07,2.3303745186e-07,4.4976244952e-07,2.3303753861e-07,1.2619936900e+09,1.2619936900e+09,8.5140000000e-02,9.9999500000e-01
677,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,7.0000000000e+03,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,1.3333466668e-01,6.9085319526e-02,8.4383418574e-02,4.3721978536e-02,6.6092861088e-02,3.4245005745e-02,4.3410000000e-02,2.7675000000e-02,5.9146094277e+01,-1.0000000000e+02,9.9998999995e-06,3.4542659763e-02,8.5004305471e-02,4.4043681591e-02,5.9146094277e+01,0.0000000000e+00,8.5004305471e-02,4.4043681591e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3999720000e+09,1.3999720000e+09,0.0000000000e+00,9.9998000000e-01
678,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.0000000000e+04,2.0000000000e+05,1.9999700000e+05,1.9999700000e+05,9.9998500000e-01,1.0000075001e-01,5.1813860107e-02,9.2380330378e-02,4.7865456154e-02,7.7864460548e-02,4.0344280077e-02,4.7470000000e-02,3.0720000000e-02,9.1507480671e+00,-9.9929603506e+01,8.6601890857e-06,2.9914746081e-02,6.4715041926e-02,3.3531109806e-02,9.1507480671e+00,6.2606700000e-09,6.4715041926e-02,3.3531109806e-02,4.1737800000e-05,2.1625803109e-05,4.1737800014e-05,2.1625803116e-05,1.9999700000e+09,1.9999700000e+09,1.2521340000e+01,9.9998500000e-01
679,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.5800000000e+04,2.0000000000e+05,2.0000000000e+05,2.0000000000e+05,1.0000000000e+00,6.6666664815e-06,3.4542313375e-06,1.0533477602e-01,5.4577604158e-02,9.4764764078e-02,4.9100914030e-02,5.4654400000e-02,3.3784000000e-02,-9.9993679866e+01,-1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,4.1209245808e-06,2.1351940833e-06,-9.9993679866e+01,0.0000000000e+00,4.1209245808e-06,2.1351940833e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1600000000e+09,3.1600000000e+09,0.0000000000e+00,1.0000000000e+00
680,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,2.5100000000e+04,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,6.6667000002e-02,3.4542487048e-02,1.2035178545e-01,6.2358438058e-02,1.1283163126e-01,5.8461985109e-02,5.8930000000e-02,3.4750000000e-02,-4.1383867219e+01,-1.0000000000e+02,7.0710324564e-06,2.4425226831e-02,3.9312374853e-02,2.0369106141e-02,-4.1383867219e+01,0.0000000000e+00,3.9312374853e-02,2.0369106141e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0199498000e+09,5.0199498000e+09,0.0000000000e+00,9.9999000000e-01
681,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,3.9800000000e+04,2.0000000000e+05,1.9999600000e+05,1.9999600000e+05,9.9998000000e-01,1.3333466668e-01,6.9085319526e-02,1.3603589103e-01,7.0484917633e-02,1.3076794088e-01,6.7755409784e-02,5.8930000000e-02,3.4750000000e-02,1.7232851732e+01,-9.9999888210e+01,9.9998999995e-06,3.4542659763e-02,7.8625142835e-02,4.0738415977e-02,1.7232851732e+01,1.1246231154e-11,7.8625142835e-02,4.0738415977e-02,7.4974874359e-08,3.8847085160e-08,7.4974841151e-08,3.8847067954e-08,7.9598408000e+09,7.9598408000e+09,8.9519999985e-02,9.9998000000e-01
682,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,6.3100000000e+04,2.0000000000e+05,1.9999800000e+05,1.9999800000e+05,9.9999000000e-01,6.6667000002e-02,3.4542487048e-02,1.5148879495e-01,7.8491603599e-02,1.4784861934e-01,7.6605502249e-02,5.8930000000e-02,3.4750000000e-02,-4.1383867219e+01,-1.0000000000e+02,7.0710324564e-06,2.4425226831e-02,3.9312374853e-02,2.0369106141e-02,-4.1383867219e+01,0.0000000000e+00,3.9312374853e-02,2.0369106141e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2619873800e+10,1.2619873800e+10,0.0000000000e+00,9.9999000000e-01
683,1.0000000000e+02,1.5000000000e+02,1.9300000000e+01,1.0000000000e+05,2.0000000000e+05,1.9999500000e+05,1.9999500000e+05,9.9997500000e-01,1.6666875004e-01,8.6356865303e-02,1.6599789727e-01,8.6009273197e-02,1.6350017465e-01,8.4715116400e-02,5.8930000000e-02,3.4750000000e-02,4.6541431025e+01,-1.0000000000e+02,1.1180200132e-05,3.8619964229e-02,9.8281674253e-02,5.0923147281e-02,4.6541431025e+01,0.0000000000e+00,9.8281674253e-02,5.0923147281e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9999500000e+10,1.9999500000e+10,0.0000000000e+00,9.9997500000e-01
684,1.0000000000e+02,2.5000000000e+02,1.9300000000e+01,1.0000000000e+00,2.0000000000e+05,3.3783000000e+04,3.3783000000e+04,1.6891500000e-01,7.1134385967e+03,3.6857194801e+03,7.0955433749e+03,3.6764473445e+03,7.0863645094e+03,3.6716914557e+03,3.6830000000e+03,3.6710000000e+03,7.3838722423e-02,-9.6027807589e+01,8.3780284905e-04,1.0279601940e+01,7.0902614956e+03,3.6737106195e+03,7.3838722423e-02,7.0357756000e-02,7.0902614956e+03,3.6737106195e+03,2.8143102400e+02,1.4581918342e+02,2.9182180286e+02,1.5120300666e+02,3.3783000000e+04,3.3783000000e+04,1.4071551200e+04,1.6891500000e-01
